pname,subtitle,StrDate,EndDate,production,crew,cast,content,cover,stills
Summer of the Seventeenth Doll,"by Ray Lawler 
 Directed by Barry Hayes",1996-02-10,1996-03-30,"{""Emma & Production Mgr"": [""SUSAN CARVETH""]}","{""Set construction"": [""MICHAEL TRIMBOLI""]}","{""unknown"": [""DANIEL BIRD"", ""SIMON BRAZZALOTTO"", ""ELIZABETH BRYCE"", ""TERRY BYRNE"", ""JENNIFER COAKLEY"", ""JOHN DELANEY"", ""BILL HAYDON"", ""ALAN JOHNS"", ""FRANK JONES"", ""ANNE LEWIS"", ""ROBERT LUXFORD"", ""ZORITSA MARINKOVICH"", ""JEAN NICHOLLS"", ""JOHN NICHOLLS"", ""MARGARET RIENECK"", ""JOHN WADE"", ""KELLY WARD"", ""ALISON WIVELL""], ""RUTH FORD"": [""Thanks""], ""COLLEEN FORTUNA"": [""Thanks""], ""PAUL GILBERT"": [""Thanks""], ""BARRY HAYES"": [""DIRECTOR""], ""FRANCES MILAT"": [""Pearl Cunningham""], ""JOHN O'BRIEN-HALL"": [""Thanks""], ""KAREN O'BRIEN-HALL"": [""PR""], ""CORALIE THEW"": [""Thanks""], ""IAN WHALAN"": [""sound design""], ""PAMELA WHALAN"": [""Thanks""]}","Summer of the Seventeenth Doll
 is a play of stature. It's about many things: growing up and failing to grow up; dreams and illusions shaken by realities and the passing of time; responsibility and irresponsibility; sowing and reaping, etc; but what interested me most was Lawler's encapsulation of a new mythology, an Anglo-Celtic Australian mythology or dream-time. Roo Webber and Barney Ibbott come into the Leech household as heroes. These cane cutters from Queensland who fly south to Melbourne for the lay-off season are larger than life, yes, almost mythical figures. Olive Leech their barmaid friend, compares them to ""a coupla kings"" and ""eagles flying down from the sun"". The realist of the play, Pearl Cunningham, finds the comparison  ridiculous, but she too has her own dreams.
The characters of Lawler's play, like all human beings, need their dreams and mythology and romanticism, they need their own personal dream-times, just as Australians of Anglo-Celtic origins need a dream-time to return to. In his play, Ray Lawler provides an occasion for this in helping to clarify just what it is. We do need to go forward and progress and grow-up, but at times we also need to return.
Cast: Kelly Ward, Frances Milat, Anne Lewis, Alan Johns, Susan Carveth, Bill Haydon, John Delaney",https://www.genesiantheatre.com.au/s1996/1/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1996/1/images/1.jpg', 'https://www.genesiantheatre.com.au/s1996/1/images/2.jpg']"
Something to Hide,"by Leslie Sands 
 Directed by Joyce Birch",1996-04-13,1996-06-01,{},"{""Set Dresser"": [""PAMELA WHALAN""]}","{""unknown"": [""STEVE ANDREWS"", ""SANDRA BASS"", ""TIMOTHY BENNETT"", ""SIMON BRAZZALOTTO"", ""CAROL CLEARY"", ""JOHN CZERNIECKI"", ""FAITH JESSEL"", ""ZORITSA MARINKOVICH"", ""AMANDA MARSDEN"", ""MATTHEW McWILLIAMS"", ""MICHAEL PAXTON""], ""Ros BILBE"": [""Miss Cunningham""], ""JOYCE BIRCH"": [""DIRECTOR""], ""PETER DYE"": [""Inspector Davies""], ""KAREN O'BRIEN-HALL"": [""PR""], ""IAN WHALAN"": [""sound design""]}","As Karen Holt rounds the bend into the driveway of her country retreat, little does she suspect that her surprise arrival will land her in a world of murder and blackmail as frightening as anything she publishes.
But who has she murdered? Why is husband and writer Howard so insistent on a cover-up? Who is the blackmailer? What have they seen?
As the layers of deceit are peeled away by the seemingly guileless Inspector Davies we are lead through a maze of dead ends and red herrings. The plot will test the mettle of every amateur detective - only the best will guess the ending of this play which combines elements of both murder mystery and thriller.
Cast: Michael Paxton, Amanda Marsden, Sandra Bass, John Czerniecki, Peter Dye, Faith Jessel, Ros Bilbe",https://www.genesiantheatre.com.au/s1996/2/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1996/2/images/1.jpg', 'https://www.genesiantheatre.com.au/s1996/2/images/2.jpg']"
Lipstick Dreams,"by Helen O'Connor & Simon Hopkinson 
 Directed by Del Dines",1996-06-15,1996-08-03,"{""Assistant Director"": [""FRANCES MILAT""], ""MC & SM"": [""JOHN O'BRIEN-HALL""]}","{""Set construction"": [""PAUL GILBERT""]}","{""unknown"": [""ANGELA ATHANASSIOU"", ""ORIANA ATHANS"", ""SANDRA BASS"", ""KATHERINE BELL"", ""ANJA BERGENHUS"", ""DANIEL BIRD"", ""SIMON BRAZZALOTTO"", ""MARIE CAINE"", ""ALAN DALGLEISH"", ""JORDAN FARROW"", ""ALICE FUNG"", ""LEONIE HEDDES"", ""LEANNE MANGAN"", ""SHANE McCORMACK"", ""MATTHEW McWILLIAMS"", ""WALTER MOORE"", ""GINA MYERS"", ""ERIC NEWNHAM"", ""HILARY NICHOLLS"", ""JAN. RHODES"", ""LIZ TOPEN"", ""JOANNE WILTON""], ""JOYCE BIRCH"": [""Prompt""], ""SUSAN CARVETH"": [""Jan & Costumes""], ""DEL DINES"": [""DIRECTOR""], ""MICHAEL GROGAN"": [""Hairstyles consultant""], ""KAREN O'BRIEN-HALL"": [""PR""], ""IAN WHALAN"": [""Voice of Mark Doyle""]}","Breaking out of the mould is never easy! Overcoming a personal lack of expectations is not as hard as overcoming the lack of expectations others have for you.
This is the situation faced by four women in rural Australia who challenge themselves to go beyond their comfort zones and enter the Talent Quest at their local Chinese restaurant.
How they fulfil their goals and transform themselves into the all girl singing group ""Lipstick Dreams"" is a witty and poignant journey, punctuated by the fabulous music of the 60s.
Lipstick Dreams
 described by The London Times as ""Fresh, vigorous and funny"" is proudly presented by the Genesian Theatre Company.
Cast: Susan Carveth, Leonie Heddes, Leanne Mangan, Joanne Wilton, John O'Brien-Hall",https://www.genesiantheatre.com.au/s1996/3/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1996/3/images/1.jpg', 'https://www.genesiantheatre.com.au/s1996/3/images/2.jpg']"
Lend Me a Tenor,"by Ken Ludwig 
 Directed by David Morrell",1996-08-17,1996-10-05,{},"{""Set construction"": [""PAUL GILBERT"", ""MICHAEL TRIMBOLI""]}","{""unknown"": [""SIMON BRAZZALOTTO"", ""CAROL CLEARY"", ""AUDREY CURRIE"", ""STEVEN HANKEY"", ""WUNNDONNA HUGHES"", ""FRANK JONES"", ""ANNE LEWIS"", ""ROBERT MATEK"", ""CASSANDRA McGRATH"", ""ANGELA MORRELL"", ""DAVID MORRELL"", ""PAUL NICHOLAS"", ""LAWRENCE RYAN"", ""DONNA SMITH"", ""GREG WALLIN"", ""MATTHEW WARD""], ""SUSAN CARVETH"": [""Costumes""], ""GRAHAME DEIN"": [""Bellhop""], ""KAREN O'BRIEN-HALL"": [""Julia Leverell""], ""IAN WHALAN"": [""sound design""]}","""Tito Morelli to Star in Local Production
Mrs Julia Leverett, Chairman of the Cleveland Opera Guild, today announced that acclaimed tenor Tito Morelli had graciously agreed to appear in the forthcoming production of
Lend me a Tenor
, by Ken Ludwig, at the Genesian Theatre.
Mrs Leverett gushed ""I cannot begin to tell you how thrilled we are that dear Tito has agreed to appear in our lovely theatre, securing his services is such a coup. I can already see the SOLD OUT signs in the Box Office.""
A reliable source reveals that author Ken Ludwig based his delightful farce on the events which occurred when last Tito Morelli appeared in Cleveland. Scandal threatened the Cleveland Grand Opera Company when it was widely rumoured that a drunken Tito had been replaced by an unknown.
At the time, it was reported that Max, genial assistant to General Manager Saunders, was the alleged replacement. Confronted by these allegations, David Morell, director of the forthcoming production, denied any knowledge of events in previous seasons. He further stated he was looking forward to working with members of the Genesian Theatre Company.""
Cast: Cassandra McGrath, Robert Matek, Greg Wallin, Paul Nicholas, Anne Lewis, Grahame Dein, Audrey Currie, Karen O'Brien-Hall",https://www.genesiantheatre.com.au/s1996/4/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1996/4/images/1.jpg', 'https://www.genesiantheatre.com.au/s1996/4/images/2.jpg']"
Enter a Free Man,"by Tom Stoppard 
 Directed by Paula Bate",1996-10-19,1996-12-07,{},"{""Set construction"": [""PAUL GILBERT""], ""Lighting opps"": [""PAUL TREACY""], ""Sound design & opps"": [""IAN WHALAN""]}","{""PAULA BATE"": [""DIRECTOR""], ""unknown"": [""TIMOTHY BENNETT"", ""SIMON BRAZZALOTTO"", ""ELIZABETH BRYCE"", ""ANDREW FOXWORTH"", ""BRUCE HARRISON"", ""JAN. JOHNSON"", ""DAVE KIRKHAM"", ""AMANDA MARSDEN"", ""MATTHEW McWILLIAMS"", ""PAUL OLISLAGERS"", ""BRENT THORPE"", ""LYNDEL WHITE"", ""JOANNE WILTON""], ""SUSAN CARVETH"": [""Thanks""], ""JOHN FITZSIMMONS"": [""set design""], ""JOHN O'BRIEN-HALL"": [""Carman""]}","Some people are limited in their lives by the capacity to dream, and others, by their incapacity to curb their dreams.
Tom Stoppard has been called a wordsmith and master of the English language.
Enter a Free Man
, first published in 1968, shows the young Stoppard honing his craft with the effervescent George Riley, a talker and a dreamer and the liver of a life lie.
Lies are closely related to dreams and Riley convinces himself that he is constantly on the verge of wealth and success, held back only by his wife Persephone and his daughter Linda. He shuttles from his living room to the pub boasting of his ideas to whoever will listen. Carmen the bartender sympathises without listening, Able the gormless sailor admires without understanding, Harry mocks him and Florence politely allows him to run on, not realising that Riley with his genius for one-sided conversations is convincing himself that she will give him the appreciation which he no longer receives from Persephone.
At home his wife does not take him seriously and Linda resents him because she is forced to dole out money to him which he meticulously records in the delusion that it will be repaid when his ""ship comes in"". Riley's self esteem is about to be punctured by Harry and Florence, but it is rubbery enough for such punctures to be easily repaired. He is ""unsinkable despite the slow leak"".
A delightful comedy with inspired language, Stoppard creates Riley as a lovable embarrassment but always thoroughly enjoyable.
Cast: Jan Johnson, Amanda Marsden, Dave Kirkham, Bruce Harrison, Matthew McWilliams, Timothy Bennett, Paul Olislagers, John O'Brien-Hall, Joanne Wilton",https://www.genesiantheatre.com.au/s1996/5/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1996/5/images/1.jpg', 'https://www.genesiantheatre.com.au/s1996/5/images/2.jpg']"
I Hate Hamlet,"by Paul Rudnick 
 Directed by Colin Peet",1996-12-14,1997-02-08,"{""SM"": [""GRANT FRASER""]}","{""Set construction"": [""PAUL GILBERT""], ""Sound operator"": [""JOHN O'BRIEN-HALL""]}","{""unknown"": [""WARREN BARNARD"", ""TIMOTHY BENNETT"", ""SIMON BRAZZALOTTO"", ""DIANNE GRAHAM"", ""LEANNE MANGAN"", ""MICHAEL O'CONNELL"", ""COLIN PEET"", ""BEN READ"", ""PETER SHEEHY"", ""DONNA SMITH"", ""KATHARINE WADE""], ""Ros BILBE"": [""Lillian Troy""], ""SUSAN CARVETH"": [""Costumes""], ""PETER W. RYAN"": [""Prompt""]}","It's funny how
I Hate Hamlet
 came to be here tonight. In reality another production I was to direct, could not be mounted. In hindsight - a great result!
Tim Bennett, my wife Pamela and I were looking for another Christmas show. After reading a number of scripts, we thought to look at our library of theatrical programmes and found one for the Marion Street production of
I Hate Hamlet
. We had all seen the show and thought that, with the right people and some clever design, it could be mounted on the Genesian stage and be a worthy Christmas production.
I had worked with designer Warren Barnard on two previous productions and was touring with him for Premier State Ballet when he came up with a design that made the whole project technically feasible.
I was also able to attract to the auditions a great selection of actors who gave their all and, finally, tonight you will see
I Hate Hamlet
 with one of the best non-professional casts available.
Cast: Leanne Mangan, Ben Read, Katharine Wade, Ros Bilbe, Michael O'Connell, Peter Sheehy",https://www.genesiantheatre.com.au/s1996/6/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1996/6/images/1.jpg', 'https://www.genesiantheatre.com.au/s1996/6/images/2.jpg']"
Daylight Saving,"by Nick Enright 
 Directed by Richard Rowe",1995-02-18,1995-04-01,"{""ASM"": [""JOHN O'BRIEN-HALL""]}","{""Lights Design"": [""GRANT FRASER""]}","{""unknown"": [""SHIRLEY ALEXANDER"", ""SIMON BRAZZALOTTO"", ""TERRY BYRNE"", ""ANDREW CASTLE"", ""GREG DELANEY"", ""ROSE FRASCA"", ""PHILLIP FRESTA"", ""MICHELLE LUXFORD"", ""ROBERT LUXFORD"", ""BEN MacKENZIE"", ""KATE MAXWELL"", ""MARGARET RIENECK"", ""RICHARD ROWE"", ""JOCELYN SPEIGHT"", ""ANDREW STUCKGOLD""], ""IAN WHALAN"": [""sound design""], ""PAMELA WHALAN"": [""Costumes""]}","Communication ... When I was originally approached to direct
Daylight Saving
 at this lovely theatre, I thought ""what a great opportunity to give something back."" How wrong can one be!
I have been overwhelmed by the generosity of everyone involved in this production. So much so, that I now feel indebted to them and also, in the process, I have made many new friends.
The art of communication is not something we can perform on our own; as much as we want to say something, the other person may not be capable of understanding; and as much as we want to listen, the other person may be talking another language. So we find ourselves playing charades. Oh what fun! and the conversations we have! We receive and send information...
If tonight, you promise to listen carefully, the performers will share a story with you: a simple theatrical feast. I know because this wonderful cast has told me the story many times during rehearsal, and I laughed a lot, but I also think they're trying to tell us something else ... could it be about communication?
Cast: Greg Delaney, Rose Frasca, Shirley Alexander, Ben MacKenzie, Kate Maxwell, Andrew Castle",https://www.genesiantheatre.com.au/s1995/1/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1995/1/images/1.jpg', 'https://www.genesiantheatre.com.au/s1995/1/images/2.jpg']"
Stepping Out,"by Richard Harris 
 Directed by Nanette Frew",1995-04-22,1995-06-03,"{""SM"": [""FRANCES MILAT""]}","{""Sound Opps."": [""NICK BUTLER""]}","{""unknown"": [""JOHN ASH"", ""SIMONE BAILEY"", ""TIMOTHY BENNETT"", ""SIMON BRAZZALOTTO"", ""TERRY BYRNE"", ""MAY. CARMEL"", ""JANINA HAMERLOK"", ""DEIDRE LEE"", ""ZORITSA MARINKOVICH"", ""AMANDA MARSDEN"", ""HELEN MILLER"", ""AVRIL PETERS"", ""VIVIEN QUIDING"", ""JAMES WARNER"", ""SUSETTE WILLIS""], ""NANETTE FREW"": [""DIRECTOR""], ""KAREN O'BRIEN-HALL"": [""PR""], ""NOELA STEEL"": [""Mrs Fraser""], ""DOROTHY TOOKER"": [""Maxine""], ""IAN WHALAN"": [""sound design""], ""PAMELA WHALAN"": [""Programme""]}","
Cast: Deirdree Lee, Carmel May, Vivien Quiding, Dorothy Tooker, Suzette Willis, Timothy Bennett, Helen Miller, Amanda Marsden, Avril Peters, Noela Steel",https://www.genesiantheatre.com.au/s1995/2/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1995/2/images/1.jpg', 'https://www.genesiantheatre.com.au/s1995/2/images/2.jpg']"
Dial M for Murder,"by Frederick Knott 
 Directed by Paula Bate",1995-06-17,1995-07-29,"{""SM/ set design & constn"": [""JOHN FITZSIMMONS""]}",{},"{""unknown"": [""STEVE ANDREWS"", ""CHRISTOPHER BANCROFT"", ""SIMON BRAZZALOTTO"", ""TERRY BYRNE"", ""CAROL CLEARY"", ""DAVE KIRKHAM"", ""KATE MAXWELL"", ""JEAN NICHOLLS"", ""JOHN NICHOLLS"", ""ALAN SCULLY""], ""PAULA BATE"": [""DIRECTOR""], ""JOHN O'BRIEN-HALL"": [""Max halliday""], ""KAREN O'BRIEN-HALL"": [""PR""]}","There are only a few thriller plays that are known to everyone, and most of them spring from the pen of Agatha Christie. One exeception is
'Dial M for Murder'
 by Frederick Knott, who also write
'Wait Until Dark'
. Knott supplies us with a simple but ingenious plot, which is foiled by the factor which has caught all of us from time to time; that someone doesn't act exactly as we expect them to, or do exactly as they have been told.
'Dial M for Murder'
 is a play about justice, it is not a play about nice people. None of the characters, with the exception of the Police Inspector, give us very much to admire. This apparently was one of the things which attracted Alfred Hitchcoock to direct his film version, but a film version still very much within the basic qualities of the play, which is its confinement within the prosecenium.
Cast: Kate Maxwell, John O'Brien-Hall, Alan Scully, Christopher Bancroft, Dave Kirkham",https://www.genesiantheatre.com.au/s1995/3/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1995/3/images/1.jpg', 'https://www.genesiantheatre.com.au/s1995/3/images/2.jpg']"
The Children's Hour,"by Lillian Hellman 
 Directed by Joyce Birch",1995-08-12,1995-09-23,"{""SM"": [""JOHN O'BRIEN-HALL""]}",{},"{""unknown"": [""MICHAEL BENZ"", ""ELIZABETH BRYCE"", ""TERRY BYRNE"", ""AUDREY CURRIE"", ""JUDD DRIKSNA"", ""THERESA FAMULARO"", ""JORDAN FORROW"", ""FAITH JESSEL"", ""PHILLIPPA LUND"", ""MICHELLE LUXFORD"", ""ZORITSA MARINKOVICH"", ""AMANDA MARSDEN"", ""PETER NOUWENS"", ""JESS SCOTT DRIKSNA"", ""PAUL SOMMERS"", ""KARMA VOCE"", ""KATHARINE WADE"", ""LINDA WILLATS""], ""JOYCE BIRCH"": [""DIRECTOR""], ""KAREN D'ARCY"": [""Lily Mortar""], ""DEL DINES"": [""publicity""], ""GRANT FRASER"": [""Lights & sound opps""], ""FRANCES MILAT"": [""Amelia Tilford""], ""KAREN O'BRIEN-HALL"": [""PR""], ""PAMELA WHALAN"": [""Agatha & Costumes""]}","'The Children's Hour', is only one of many successful works by distinguished playwright Lillian Hellman: works which include Watch on the Rhine and The Little Foxes.

First produced in 1934, Miss Hellman reworked the play for her 1952 New York production. It is this reworked script which has been chosen by Director Joyce Birch for the current season; she has however set the play in Australia.

Teachers Martha and Karen run a school for girls in a converted farmhouse in country Victoria. The equilibrium of their lives is shattered when, taking a remark made by Martha's self-centred aunt, student Mary Tilford starts a malicious and unfounded rumour. The rumour turns to scandal and, understanding the power she wields, Mary sticks to her story, even implicating the hapless Rosalie. Although Mrs Tilford, Mary's grandmother, eventually discovers the truth, it is too late to prevent irreparable damage to many lives, including her own.

A strong, dramatic play, The Children's Hour is a touching story of real people, written with a psychological insight which awakens generosity of spirit in its audiences.

Cast: Theresa Famularo, Karma Voce, Jordan Farrow, Catherine Wade, Michelle Luxford, Faith Jessel, Elizabeth Bryce, Karen D'Arcy, Audrey Currie, Amanda Marsden, Judd Driksna, Pamela Whalan, Frances Milat, Jess Scott Driksna",https://www.genesiantheatre.com.au/s1995/4/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1995/4/images/1.jpg', 'https://www.genesiantheatre.com.au/s1995/4/images/2.jpg']"
Broadway Bound,"by Neil Simon 
 Directed by Paul Sommers",1995-10-07,1995-11-18,{},"{""Set constn."": [""GRANT FRASER""], ""Set"": [""CORALIE THEW""]}","{""unknown"": [""DAN CASEY"", ""MARILYN COOPER"", ""MacINTYRE DIXON"", ""GILL FALSON"", ""RON FALSON"", ""JOHN GALAGHER"", ""BRENDA GOTTSCHE"", ""ED HERLIHY"", ""DAVE KIRKHAM"", ""JAMES LUGTON"", ""MARILYN MAXWELL"", ""EMILY MAZZA"", ""TOM MORSE"", ""OLIVIA NORTHCOTT"", ""PAUL SOMMERS"", ""ANDREW STEIN"", ""NICK SUIRCHEV"", ""JEANETTE TAYLOR"", ""JOHN WADE""], ""KAREN O'BRIEN-HALL"": [""PR""], ""PAMELA WHALAN"": [""Props""]}","Grandad Ben is a lifelong Socialist, who won't move to Florida despite the urging of daugther Blanche; so what if his wife is already there, it's against his principles! Blanche may live on Park Avenue and wear a mink coat, but it isn't the cold she keeps out, its her father's love. Husband Jack is interested in another woman; it was over a year ago, but does he want the spark re-kindled? Sons Eugene and Stanley want to leave home to embark on their career as a comedy writing team; it all depends on a sketch they must produce for CBS by tomorrow.

And the Wife and Mother? Well Kate is fighting to keep the family together.

Just another episode in the life of the Jerome household in Brighton Beach, New York. It is now 1949 and the stories begun in Brighton Beach Memoirs and Biloxi Blues are continued in Broadway Bound, the third play of Neil Simon's trilogy. Neil Simon again reveals in Broadway Bound the wonderful empathy he has for the ordinary folk of the world.

Cast: Brenda Gottsche, Dave Kirkham, John Galagher, James Lugton, Olivia Northcott, Dan Casey",https://www.genesiantheatre.com.au/s1995/5/images/poster.jpg,"['https://www.genesiantheatre.com.au/s1995/5/images/1.jpg', 'https://www.genesiantheatre.com.au/s1995/5/images/2.jpg']"
